Min. of Transportation,Soumana Mory COULIBALY,#NAME?
Min. of Youth & Citizenship,Amadou KOITA,#NAME?
Ambassador to the US,Mahamadou NIMAGA,#NAME?
"Permanent Representative to the UN, New York",Issa KONFOUROU,#NAME?
,Malta,Malta
,Last Updated:  22 Aug 2018,Last Updated:  22 Aug 2018
Pres.,Marie-Louise COLEIRO PRECA,#NAME?
Prime Min.,Joseph MUSCAT,#NAME?
Dep. Prime Min.,Christopher FEARNE,#NAME?
"Min. for the Economy, Investment, & Small Business",Chris CARDONA,#NAME?
Min. for Education & Employment,Evarist BARTOLO,#NAME?
Min. for Energy & Water Conservation,Joe MIZZI,#NAME?
"Min. for the Environment, Sustainable Development, & Climate Change",Jose HERRERA,#NAME?
Min. of European Affairs & Equality,Helena DALLI,#NAME?
"Min. of the Family, Children's Rights, & Social Solidarity",Michael FALZON,#NAME?
Min. of Finance,Edward SCICLUNA,#NAME?
Min. of Foreign Affairs,Carmelo ABELA,#NAME?
Min. for Gozo,Justyne CARUANA,#NAME?
Min. of Health,Christopher FEARNE,#NAME?
Min. of Home Affairs & National Security,Michael FARRUGIA,#NAME?
Min. of Tourism,Konrad MIZZI,#NAME?
"Min. of Transport, Infrastructure, & Capital Projects",Ian BORG,#NAME?
"Governor, Central Bank",Mario VELLA,#NAME?
Ambassador to the US,Clive AGIUS,#NAME?
"Permanent Representative to the UN, New York",Carmelo INGUANEZ,#NAME?
,Marshall Islands,Marshall Islands
,Last Updated:  N/A,Last Updated:  N/A
Pres.,Hilda HEINE,#NAME?
Min. in Assistance to the Pres.,Mattlan ZACKHRAS,#NAME?
Min. of Education,Wilbur HEINE,#NAME?
Min. of Finance,Brenson S. WASE,#NAME?
Min. of Foreign Affairs & Trade,John SILK,#NAME?
Min. of Health,Kalani KANEKO,#NAME?
Min. of Internal Affairs,Amenta MATTHEW,#NAME?
Min. of Justice,Thomas HEINE,#NAME?
Min. of Public Works,Tony MULLER,#NAME?
Min. of Resources & Development,Alfred ALFRED Jr.,#NAME?
Min. of Transportation & Communication,Mike HALFERTY,#NAME?
Chief Sec.,,#NAME?
"Commissioner, Bank of the Marshall Islands",Ann Marie MULLER,#NAME?
Ambassador to the US,Gerald ZACHIOS,#NAME?
Charge d'Affaires ad interim to the UN,Deborah BARKER-MANASE,#NAME?
,Mauritania,Mauritania
,Last Updated:  28 Nov 2018,Last Updated:  28 Nov 2018
Pres.,Mohamed Ould Abdel AZIZ,#NAME?
Prime Min.,Mohamed Salem Ould BECHIR,#NAME?
"Min. of Commerce, Industry, & Tourism",Khadijetou Mbareck FALL,#NAME?
"Min. of Culture, Handicraft, & Parliamentary Liaison & Govt.",,#NAME?
Spokesperson,Sidi Mohamed Ould MAHAM,#NAME?
"Min. of Employment, Vocational Training, New Technologies, &",,#NAME?
Communication,Seyedna Ali Ould Mohamed KHOUNA,#NAME?
Min. of Environment & Sustainable Development,Amedi CAMARA,#NAME?
Min. of Equipment & Transport,Amal Mint MAOULOUD,#NAME?
Min. of Finance & Economy,Mokhtar Ould DIAY,#NAME?
Min. of Fisheries & Maritime Economy,Yahya Ould ABDEDAYEM,#NAME?
Min. of Foreign Affairs & Cooperation,Ismail Ould Cheikh AHMED,#NAME?
"Min. of Habitat, Urban Affairs, & Territorial Admin.",Nani Ould CHROUGHA,#NAME?
Min. of Health,"Boubacar KANE, Dr.",#NAME?
"Min. of Higher Education, Scientific Research, & Information &",,#NAME?
Communication Technologies,Sidi Ould SALEM,#NAME?
Min. of Interior & Decentralization,Ahmedou Ould ABDALLAH,#NAME?
Min. of Islamic Affairs & Religious Education,Ahmed Ould Ehil DAOUD,#NAME?
Min. of Justice,DIA Moctar Malal,#NAME?
Min. of National Defense,"Mohamed Ould Cheikh El GHAZWANI, Maj. Gen.",#NAME?
Min. of National Education,Naha Mint Hamdi Ould MOUKNASS,#NAME?
"Min. of Oil, Energy, & Mines",Mohamed Abdel VETAH,#NAME?
"Min. of Public Services, Work, & Admin. Modernization",Seyedna Ali Ould Mohamed KHOUNA,#NAME?
Min. of Rural Development,Lemina Mint El Ghotob Ould MOMA,#NAME?
"Min. of Social Affairs, Children, & Families",Mariem Bint Bilal SALECK,#NAME?
Min. of Water & Sanitation,Isselmou Ould Sidi El Moctar Ould LEHBIB,#NAME?
Min. of Youth & Sports,Djindah Mohamed El Moustapha BAL,#NAME?
Min. of Sec. Gen. of the Govt.,Zeinebou Mint Ely SALEM,#NAME?
Min.-Del. to the Min. of Finance & Economy in Charge of Budget,Mohamed Ould KEMBOU,#NAME?
Min. of State in Charge of Mission,Yahya Ould HADEMINE,#NAME?
Ambassador to the US,,#NAME?
"Permanent Representative to the UN, New York",,#NAME?
,Mauritius,Mauritius
,Last Updated:  26 Apr 2018,Last Updated:  26 Apr 2018
Pres.,Paramasivum Pillay Barlen VYAPOORY,#NAME?
Prime Min.,Pravind JUGNAUTH,#NAME?
Dep. Prime Min.,Ivan COLLENDAVELLOO,#NAME?
Mentor Min.,"Anerood JUGNAUTH, Sir",#NAME?
Vice Prime Min.,Showkutally SOODHUN,#NAME?
Min. of Agro-Industry & Food Security,Mahen SEERUTTUN,#NAME?
Min. of Arts & Culture,Pradeep ROOPUN,#NAME?
Min. of Civil Service,Eddy BOISSEZON,#NAME?
Min. of Commerce & Consumer Protection,Ashit GUNGAH,#NAME?
Min. of Defense & Rodrigues Island,"Anerood JUGNAUTH, Sir",#NAME?
"Min. of Education, Tertiary Education, & Scientific Research",Leela Devi DOOKUN-LUCHOOMUN,#NAME?
Min. of Energy & Public Utilities,Ivan COLLENDAVELLOO,#NAME?
Min. of Enterprise & Cooperatives,Sunil BHOLAH,#NAME?
Min. of Environment,Etienne SINATAMBOU,#NAME?
Min. of Finance & Economic Development,Pravind JUGNAUTH,#NAME?
"Min. of Financial Services, Good Governance, & Institutional Reforms",Sudhir SESUNGKUR,#NAME?
Min. of Fisheries & Marine Resources,Premdut KOONJOO,#NAME?
"Min. of Foreign Affairs, Regional Integration, & Intl. Trade",Seetanah Vishnu LUTCHMEENARAIDOO,#NAME?
"Min. of Gender Equality, Child Development, & Family Welfare",Fazila DAUREEAWOO,#NAME?
Min. of Health & Quality of Life,Anwar HUSNOO,#NAME?
"Min. of Home Affairs, External Communications, & National Development",,#NAME?
Unit,Pravind JUGNAUTH,#NAME?
"Min. of Labor, Industrial Relations, Employment, & Training",Soodesh CALLICHURN,#NAME?
Min. of Land & Housing,Showkutally SOODHUN,#NAME?
Min. of Local Govt.,Mahen JHUGROO,#NAME?
Min. of Public Infrastructure & Transportation,Nandocoomar BODHA,#NAME?
Min. of Social Integration,Alain WONG,#NAME?
Min. of Social Security,Etienne SINATAMBOU,#NAME?
"Min. of Technology, Information, & Communications",Yogida SAWMYNADEN,#NAME?
Min. of Tourism,Anil GAYAN,#NAME?
Min. of Youth & Sports,Stephan TOUSSAINT,#NAME?
Attorney Gen.,Ravi YERRIGADOO,#NAME?
"Governor, Central Bank",Ramesh Basant ROI,#NAME?
Ambassador to the US,Sooroojdev PHOKEER,#NAME?
"Permanent Representative to the UN, New York",Jagdish KOONJUL,#NAME?
,Mexico,Mexico
,Last Updated:  23 Jan 2019,Last Updated:  23 Jan 2019
Pres.,Andres Manuel LOPEZ OBRADOR,#NAME?
"Sec. of Agrarian, Territorial, & Urban Development",Roman MEYER Falcon,#NAME?
"Sec. of Agriculture, Livestock, Rural Development, Fisheries, & Nutrition",Victor VILLALOBOS Arambula,#NAME?
Sec. of Communications & Transport,Javier JIMENEZ Espriu,#NAME?
Sec. of Culture,Alejandra FRAUSTO Guerrero,#NAME?
Sec. of Economy,Graciela MARQUEZ Colin,#NAME?
Sec. of Energy,Rocio NAHLE Garcia,#NAME?
Sec. of Environment & Natural Resources,Josefa GONZALEZ Blanco Ortiz Mena,#NAME?
Sec. of Finance & Public Credit,Carlos Manuel URZUA Macias,#NAME?
Sec. of Foreign Relations,Marcelo EBRARD Casaubon,#NAME?
Sec. of Govt.,Olga SANCHEZ Cordero,#NAME?
Sec. of Health,Jorge Carlos ALCOCER Varela,#NAME?
Sec. of Labor & Social Welfare,Luisa Maria ALCALDE Lujan,#NAME?
Sec. of National Defense,"Luis Cresencio SANDOVAL, Gen.",#NAME?
Sec. of the Navy,"Jose Rafael OJEDA Duran, Adm.",#NAME?
Sec. of Public Education,Esteban MOCTEZUMA,#NAME?
Sec. of Public Service,Irma Erendira SANDOVAL,#NAME?
Sec. of Security & Citizen Protection,Alfonso DURAZO Montano,#NAME?
Sec. of Tourism,Miguel TORRUCO Marques,#NAME?
Sec. of Wellbeing,Maria Luisa ALBORES Gonzalez,#NAME?
Prosecutor Gen.,Alejandro GERTZ Manero,#NAME?
"Governor, Bank of Mexico",Alejandro DIAZ de Leon,#NAME?
Ambassador to the US,Martha BARCENA Coqui,#NAME?
"Permanent Representative to the UN, New York",Juan Ramon DE LA FUENTE,#NAME?
,"Micronesia, Federated States of","Micronesia, Federated States of"
,Last Updated:  12 Jul 2017,Last Updated:  12 Jul 2017
Pres.,Peter Martin CHRISTIAN,#NAME?
Vice Pres.,Yosiwo P. GEORGE,#NAME?
"Dir., Office of Environment & Emergency Management",Andrew YATIMAN,#NAME?
"Dir., Office of National Archives, Culture, & Historic Preservations","Rufino MAURICIO, Dr.",#NAME?
"Postmaster Gen., Postal Services",Ginger Porter MIDA,#NAME?
Sec. of Education,Kalwin KEPHAS,#NAME?
Sec. of Finance & Admin.,Sihna LAWRENCE,#NAME?
Sec. of Foreign Affairs,Lorin S. ROBERT,#NAME?
Sec. of Health & Social Affairs,Magdalena WALTER,#NAME?
Sec. of Justice,Joses R. GALLEN,#NAME?
Sec. of Resource & Development,Marion HENRY,#NAME?
"Sec. of Transportation, Communication, & Infrastructure",Lukner WEILBACHER,#NAME?
Speaker of the Congress,Wesley W. SIMINA,#NAME?
Ambassador to the US,Akillino Harris SUSAIA,#NAME?
"Permanent Representative to the UN, New York",Jane J. CHIGIYAL,#NAME?
,Moldova,Moldova
,Last Updated:  3 Oct 2018,Last Updated:  3 Oct 2018
Pres.,Igor DODON,#NAME?
Prime Min.,Pavel FILIP,#NAME?
Dep. Prime Min. for European Integration,Iurie LEANCA,#NAME?
Dep. Prime Min. for Reintegration,Cristina LESNIC,#NAME?
"Min. of Agriculture, Regional Development, & Environment",Nicolae CIUBUC,#NAME?
Min. of Economy & Infrastructure,Chiril GABURICI,#NAME?
"Min. of Education, Culture, & Research",Monica BABUC,#NAME?
Min. of Defense,Eugen STURZA,#NAME?
Min. of Finance,Octavian ARMASU,#NAME?
Min. of Foreign Affairs & European Integration,Tudor ULIANOVSCHI,#NAME?
"Min. of Health, Labor, & Social Protection",Silvia RADU,#NAME?
Min. of Internal Affairs,Alexandru JIZDAN,#NAME?
Min. of Justice,Victoria IFTODI,#NAME?
"Dir., Security & Intelligence Service",Vasile BOTNARI,#NAME?
"Sec., Supreme Security Council",Artur GUMENIUC,#NAME?
Prosecutor Gen.,Eduard HARUNJEN,#NAME?
"Governor, National Bank",Sergiu CIOCLEA,#NAME?
Ambassador to the US,Cristina BALAN,#NAME?
"Permanent Representative to the UN, New York",Victor MORARU,#NAME?
,Monaco,Monaco
,Last Updated:  31 Jul 2017,Last Updated:  31 Jul 2017
Chief of State,"ALBERT II, Prince",#NAME?
Min. of State & Pres. of the Governing Council,Serge TELLE,#NAME?
Min. for Foreign Affairs & Cooperation,Gilles TONELLI,#NAME?
Min. for Finance & the Economy,Jean CASTELLINI,#NAME?
Min. for Health & Social Affairs,Didier GAMERDINGER,#NAME?
Min. for the Interior,Patrice CELLARIO,#NAME?
"Min. for Public Works, the Environment, & Urban Development",Marie-Pierre GRAMAGLIA,#NAME?
Ambassador to the US,Maguy MACCARIO DOYLE,#NAME?
"Permanent Representative to the UN, New York",Isabelle PICCO,#NAME?
,Mongolia,Mongolia
,Last Updated:  2 Nov 2017,Last Updated:  2 Nov 2017
Pres.,Khaltmaa BATTULGA,#NAME?
Prime Min.,Ukhnaa KHURELSUKH,#NAME?
Dep. Prime Min.,Ulziisaikhan ENKHTUVSHUN,#NAME?
Head of Cabinet Secretariat,Gombojav ZANDASHATAR,#NAME?
Min. of Construction & Urban Development,Khavdislam BADELKHAN,#NAME?
Min. of Defense,Nyamaa ENKHBOLD,#NAME?
"Min. of Education, Culture, Science, & Sports",Tsedenbal TSOGZOLMAA,#NAME?
Min. of Energy,Tserenpil DAVAASUREN,#NAME?
Min. of Environment & Tourism,Namsrai TSERENBAT,#NAME?
Min. of Finance,Chimed KHURELBAATAR,#NAME?
"Min. of Food , Agriculture, & Light Industry",Batjargal BATZORIG,#NAME?
Min. of Foreign Affairs,Damdin TSOGTBAATAR,#NAME?
Min. of Health,Davaajantsan SARANGEREL,#NAME?
Min. of Justice & Home Affairs,Tsend NYAMDORJ,#NAME?
Min. of Labor & Social Protection,Sodnom CHINZORIG,#NAME?
Min. of Mining & Heavy Industry,Dolgorsuren SUMIYABAZAR,#NAME?
Min. for Road & Transport Development,Jadamba BAT-ERDENE,#NAME?
Speaker of Parliament,Miyegombo ENKHBOLD,#NAME?
"Governor, Bank of Mongolia",Bayartsaikhan NADMID,#NAME?
Ambassador to the US,Yondon OTGONBAYAR,#NAME?
"Permanent Representative to the UN, New York",Sukhee SUKHBOLD,#NAME?
,Montenegro,Montenegro
,Last Updated:  25 May 2018,Last Updated:  25 May 2018
Pres.,Milo DJUKANOVIC,#NAME?
Prime Min.,Dusko MARKOVIC,#NAME?
Dep. Prime Min.,Rafet HUSOVIC,#NAME?
Dep. Prime Min.,Zoran PAZIN,#NAME?
Dep. Prime Min.,Milutin SIMOVIC,#NAME?
Min. of Agriculture,Milutin SIMOVIC,#NAME?
Min. of Culture,Aleksandar BOGDANOVIC,#NAME?
Min. of Defense,Predrag BOSKOVIC,#NAME?
Min. of Economy,Dragica SEKULIC,#NAME?
Min. of Education,Damir SEHOVIC,#NAME?
Min. of European Integration,,#NAME?
Min. of Finance,Darko RADUNOVIC,#NAME?
Min. of Foreign Affairs,Srdjan DARMANOVIC,#NAME?
Min. of Health,Kenan HRAPOVIC,#NAME?
Min. of Human & Minority Rights,Mehmed ZENKA,#NAME?
Min. of the Interior,Mevludin NUHODZIC,#NAME?
Min. of Justice,Zoran PAZIN,#NAME?
Min. of Labor & Social Welfare,Kemal PURISIC,#NAME?
Min. of Public Administration,Suzana PRIBILOVIC,#NAME?
Min. of Regional Development,Rafet HUSOVIC,#NAME?
Min. of Science,Sanja DAMIJANOVIC,#NAME?
Min. of Sports,Nikola JANOVIC,#NAME?
Min. of Sustainable Development & Tourism,Pavle RADULOVIC,#NAME?
Min. of Transport & Maritime Affairs,Osman NURKOVIC,#NAME?
Min. Without Portfolio,Marjia VUCINOVIC,#NAME?
Ambassador to the US,Nebojsa KALUDJEROVIC,#NAME?
"Permanent Representative to the UN, New York",Zeljko PEROVIC,#NAME?
,Morocco,Morocco
,Last Updated:  15 Aug 2017,Last Updated:  15 Aug 2017
King,MOHAMMED VI,#NAME?
Prime Min.,Saad Eddine al-OTHMANI,#NAME?
Min. of Agriculture & Fisheries,Aziz AKHANNOUCH,#NAME?
Min. of Communications & Govt. Spokesperson,Mustapha EL KHALFI,#NAME?
Min. of Culture,Mohamed Amine SBIHI,#NAME?
Min. of Economy & Finance,Mohamed BOUSSAID,#NAME?
"Min. of Energy, Mines, Water, & Environment",Abdelkader AMARA,#NAME?
Min. of Equipment & Transport,Aziz RABBAH,#NAME?
Min. of Foreign Affairs & Cooperation,Nasser BOURITA,#NAME?
Min. of Habous & Islamic Affairs,Ahmed TOUFIQ,#NAME?
"Min. of Handicrafts, Social Economy, & Solidarity Economy",Fatema MAROUANE,#NAME?
Min. of Health,El Hossein EL OUARDI,#NAME?
"Min. of Higher Education, Scientific Research, & Executive Training",Lahcen DAOUDI,#NAME?
"Min. of Housing, Town Planning, & Urban Policy",Nabil BENABDELLAH,#NAME?
"Min. of Industry, Trade, & New Technologies",Moulay Hafid ELALAMY,#NAME?
Min. of Interior,Mohamed HASSAD,#NAME?
Min. of Justice & Liberties,Mustafa RAMID,#NAME?
Min. of Labor & Vocational Training,Abdesslam SEDDIKI,#NAME?
Min. of Moroccan Expatriates & Migration Affairs,Anis BIROU,#NAME?
Min. of National Education,Rachid BELMOKHTAR,#NAME?
Min. of Planning & Development,Mohand LAENSAR,#NAME?
"Min. of Solidarity, Women, Family, & Social Development",Bassima HAKKAOUI,#NAME?
Min. of State,Abdellah BAHA,#NAME?
Min. of Tourism,Lahcen HADDAD,#NAME?
Min. of Youth & Sport,Mohammed OUZZINE,#NAME?
Min. for Relations With Parliament,Lahbib CHOUBANI,#NAME?
Sec. Gen. of the Govt.,Driss DAHAK,#NAME?
Min.-Del. to the Min. of Economy & Finance in Charge of the Budget,Idriss Azami AL IDRISSI,#NAME?
"Min.-Del. to the Min. of Energy, Mines, Water, & Environment for the",,#NAME?
Environment,Hakima EL HITI,#NAME?
"Min.-Del. to the Min. of Energy, Mines, Water, & Environment for Water",Charafat AFILAL,#NAME?
Min.-Del. to the Min. of Foreign Affairs & Cooperation,Mbarka BOUAIDA,#NAME?
"Min.-Del. to the Min. of Higher Education, Scientific Research, &",,#NAME?
Executive Training,Soumiya BENKHALDOUN,#NAME?
"Min.-Del. to the Min. of Industry, Trade, & New Technologies for SMEs &",,#NAME?
the Integration of the Informal Sector,Mamoun BOUHADHOUD,#NAME?
"Min.-Del. to the Min. of Industry, Trade, & New Technologies for Foreign",,#NAME?
Trade,Mohamed ABBOU,#NAME?
"Min.-Del. to the Min. of Infrastructure, Transport, & Logistics for Transport",Mohamed Najib BOULIF,#NAME?
Min.-Del. to the Min. of Interior,Draiss CHARKI,#NAME?
Min.-Del. to the Min. of National Education,Abdeladim GUERROUJ,#NAME?
Min.-Del. to the Prime Min. for Civil Service & Modernization of Public,,#NAME?
Admin.,Mohamed MOUBDII,#NAME?
Min.-Del. to the Prime Min. in Charge of the Administration of National,,#NAME?
Defense,Abdellatif LOUDIYI,#NAME?
Min.-Del. to the Prime Min. in Charge of General Affairs & Governance,Mohamed EL OUAFA,#NAME?
"Governor, Bank al-Magrib",Abdellatif JOUAHRI,#NAME?
Ambassador to the US,Lalla JOUMALA Alaoui,#NAME?
"Permanent Representative to the UN, New York",Omar HILALE,#NAME?
,Mozambique,Mozambique
,Last Updated:  13 Jun 2018,Last Updated:  13 Jun 2018
Pres.,Filipe Jacinto NYUSI,#NAME?
Prime Min.,Carlos Agostinho DO ROSARIO,#NAME?
Min. of Agriculture & Food Security,Higino MARRULE,#NAME?
Min. of Culture & Tourism,Silva DUNDURU,#NAME?
Min. of Defense,Atanasio Salvador MTUMUKE,#NAME?
Min. of Economy & Finance,Adriano MALEIANE,#NAME?
Min. of Education & Human Development,Conceita SORTANE,#NAME?
Min. of Foreign Affairs & Cooperation,Jose PACHECO,#NAME?
"Min. of Gender, Children, & Social Welfare",Cidalia Manuel Chauque OLIVEIRA,#NAME?
Min. of Health,Nazira Karimo Vali ABDULA,#NAME?
Min. of the Interior,Jaime MONTEIRO,#NAME?
Min. of Justice & Constitutional & Religious Affairs,Abdurremane Lino DE ALMEIDA,#NAME?
"Min. of Labor, Employment, & Social Security",Vitoria Dias DIOGO,#NAME?
"Min. of Land, Environment, & Rural Development",Celso CORREIA,#NAME?
Min. of Mineral Resources & Energy,Max TONELA,#NAME?
Min. of Public Service & State Admin.,Carmelita Rita NAMASHULUA,#NAME?
"Min. of Public Works, Housing, & Water Resources",Carlos Bonete MARTINHO,#NAME?
"Min. of Science, Technology, & Higher, Technical, & Professional",,#NAME?
Education,Jorge Penicela NHAMBIU,#NAME?
"Min. of the Sea, Inland Waters, & Fisheries",Agostinho MONDLANE,#NAME?
Min. of Trade & Industry,,#NAME?
Min. of Transport & Communications,Carlos MESQUITA,#NAME?
Min. of Veterans Affairs,Eusebio Lambo GUMBIWA,#NAME?
Min. of Youth & Sport,Alberto NKUTUMULA,#NAME?
Chief of Staff to the President's Office,Adelaide Anchia AMURANE,#NAME?
Attorney Gen.,Beatriz da Consolacao Mateus BUCHILI,#NAME?
"Governor, Bank of Mozambique",Rogerio ZANDAMELA,#NAME?
Ambassador to the US,Carlos DOS SANTOS,#NAME?
"Permanent Representative to the UN, New York",Antonio GUMENDE,#NAME?
,Namibia,Namibia
,Last Updated:  9 Jan 2019,Last Updated:  9 Jan 2019
Pres.,Hage GEINGOB,#NAME?
Vice Pres.,Nangola MBUMBA,#NAME?
Prime Min.,Saara KUUGONGELWA-AMADHILA,#NAME?
Dep. Prime Min.,Netumbo NANDI-NDAITWAH,#NAME?
Min. of Agriculture,Alpheus NARUSEB,#NAME?
Min. of Defense,Penda ya NDAKOLO,#NAME?
Min. of Economic Planning,Thomas ALWEENDO,#NAME?
"Min. of Education, Arts, & Culture",Katrina HANSE-HIMARWA,#NAME?
Min. of Environment & Tourism,Pohamba SHIFETA,#NAME?
Min. of Finance,Calle SCHLETTWEIN,#NAME?
Min. of Fisheries & Marine Resources,Bernard ESAU,#NAME?
Min. of Gender Equality & Child Welfare,Doreen SIOKA,#NAME?
Min. of Health & Social Services,"Kalumbi SHANGULA, Dr.",#NAME?
"Min. of Higher Education, Training, & Innovation",Itah MURANGI-KANDJIL,#NAME?
Min. of Home Affairs & Immigration,Frans KOPOFI,#NAME?
"Min. of Industrialization, Trade, & State Managed Enterprises",Tjekero TWEYA,#NAME?
Min. of Information & Communications Technology,Stanley SIMATAA,#NAME?
Min. of Intl. Relations & Cooperation,Netumbo NANDI-NDAITWAH,#NAME?
Min. of Justice,Sackeus SHANGHALA,#NAME?
"Min. of Labor, Industrial Relations, & Employment",Erkki NGHIMTINA,#NAME?
Min. of Land Reform,Utoni NUJOMA,#NAME?
Min. of Mines & Energy,Thomas ALWEENDO,#NAME?
Min. of Poverty Eradication,Zephania KAMEETA,#NAME?
Min. of Presidential Affairs,Martin ANDJABA,#NAME?
Min. of Public Enterprises,Leon JOOSTE,#NAME?
Min. of Safety & Security,Charlea NAMOLOH,#NAME?
"Min. of Sport, Youth, & National Service",Erastus Utoni JOHNSON,#NAME?
Min. of Urban & Rural Development,Peya MUSHELENGA,#NAME?
Min. of Works & Transport,John MUTORWA,#NAME?
Dir. of National Planning Commission,Obeth KANDJOZE,#NAME?
Attorney Gen.,Albert KAWANA,#NAME?
"Governor, Central Bank",Ipumbu Wendelinus SHIIMI,#NAME?
Ambassador to the US,Monica NASHANDI,#NAME?
"Permanent Representative to the UN, New York",Neville GERTZE,#NAME?
,Nauru,Nauru
,Last Updated:  30 Nov 2018,Last Updated:  30 Nov 2018
Pres.,Baron Divavesi WAQA,#NAME?
Min. for CENPAC Cooperation,Baron Divavesi WAQA,#NAME?
Min. for Climate Change,Baron Divavesi WAQA,#NAME?
"Min. for Commerce, Industry, & Environment",Baron Divavesi WAQA,#NAME?
Min. for Education,Charmaine SCOTTY,#NAME?
Min. for Eigigu Holdings Corporation,David ADEANG,#NAME?
Min. for Finance & Sustainable Development,David ADEANG,#NAME?
Min. for Fisheries,Lyn-Wannan Tawaki KAM,#NAME?
Min. for Foreign Affairs & Trade,Baron Divavesi WAQA,#NAME?
Min. for Health,Charmaine SCOTTY,#NAME?
Min. for Home Affairs,Charmaine SCOTTY,#NAME?
Min. for Infrastructure Development,Lyn-Wannan Tawaki KAM,#NAME?
Min. for Justice & Border Control,David ADEANG,#NAME?
Min. for Land Management,Charmaine SCOTTY,#NAME?
Min. for Multicultural Affairs,David ADEANG,#NAME?
Min. for Naoero Postal Services Commission,Baron Divavesi WAQA,#NAME?
Min. for National Emergency Services,Baron Divavesi WAQA,#NAME?
Min. for Nauru Air Corporation,David ADEANG,#NAME?
Min. for Nauru Phosphate Royalties Trust,Baron Divavesi WAQA,#NAME?
Min. for Nauru Police Force,Baron Divavesi WAQA,#NAME?
Min. for Nauru Port Authority,Lyn-Wannan Tawaki KAM,#NAME?
Min. for Nauru Rehabilitation Corporation,Aaron Stein COOK,#NAME?
Min. for Nauru Utilities Corporation,Aaron Stein COOK,#NAME?
Min. for Public Service,Baron Divavesi WAQA,#NAME?
Min. for Ronphos,Aaron Stein COOK,#NAME?
Min. for Sports,Lyn-Wannan Tawaki KAM,#NAME?
Min. for Telecommunications,Baron Divavesi WAQA,#NAME?
Min. for Transport,Lyn-Wannan Tawaki KAM,#NAME?
Min. Asst. to the Pres.,David ADEANG,#NAME?
Ambassador to the US,Marlene Inemwin MOSES,#NAME?
"Permanent Representative to the UN, New York",Marlene Inemwin MOSES,#NAME?
,Nepal,Nepal
,Last Updated:  2 Apr 2018,Last Updated:  2 Apr 2018
Pres.,Bidya Devi BANDHARI,#NAME?
Vice Pres.,Nanda Bahadar PUN,#NAME?
Prime Min.,Khadga Prasad OLI,#NAME?
Deputy Prime Min.,,#NAME?
Deputy Prime Min.,,#NAME?
Deputy Prime Min.,,#NAME?
Min. of Agricultural Development,,#NAME?
Min. of Commerce,,#NAME?
Min. of Cooperatives & Poverty Alleviation,,#NAME?
"Min. of Culture, Tourism, & Civil Aviation",,#NAME?
Min. of Defense,Ishwor POKHAREL,#NAME?
Min. of Education,,#NAME?
Min. of Energy,,#NAME?
Min. of Fed. Affairs & Local Development,,#NAME?
Min. of Finance,Yuba Raj KHATIWADA,#NAME?
Min. of Foreign Affairs,,#NAME?
Min. of Forest & Soil Conservation,,#NAME?
Min. of Gen. Admin.,,#NAME?
Min. of Health,,#NAME?
Min. of Home Affairs,Ram Bahadur THAPA,#NAME?
"Min. of Industry, Commerce, & Supplies",Matrika YADAV,#NAME?
Min. of Information & Communication,,#NAME?
Min. of Irrigation,,#NAME?
Min. of Labor & Employment,,#NAME?
Min. of Land Reforms & Management,,#NAME?
"Min. of Law, Justice, & Parliamentary Affairs",,#NAME?
Min. of Livestock Development,,#NAME?
Min. of Peace & Reconstruction,,#NAME?
Min. of Physical Infrastructure & Transportation,,#NAME?
Min. of Population & Environment,Tham Maya THAPA,#NAME?
Min. of Science & Technology,,#NAME?
Min. of Supplies,,#NAME?
Min. of Water Supply & Sanitation,,#NAME?
"Min. of Women, Children, & Social Welfare",Lal Babu PANDIT,#NAME?
Min. of Youth & Sports,,#NAME?
Min. of State for Agricultural Development,,#NAME?
Min. of State for Commerce,,#NAME?
"Min. of State for Culture, Tourism, & Civil Aviation",,#NAME?
Min. of State for Drinking Water & Sanitation,,#NAME?
Min. of State for Education,,#NAME?
Min. of State for Energy,,#NAME?
Min. of State for Fed. Affairs & Local Development,,#NAME?
Min. of State for Finance,,#NAME?
Min. of State for Gen. Admin.,,#NAME?
Min. of State for Health,,#NAME?
Min. of State for Home Affairs,,#NAME?
Min. of State for Industry,,#NAME?
Min. of State for Information and Communications,,#NAME?
Min. of State for Irrigation,,#NAME?
Min. of State for Labor & Employment,,#NAME?
Min. of State for Land Reforms & Management,,#NAME?
Min. of State for Law & Justice,,#NAME?
Min. of State for Livestock Development,,#NAME?
Min. of State for Physical Infrastructure & Transportation,,#NAME?
Min. of State for Poverty Alleviation,,#NAME?
Min. of State for Supplies,,#NAME?
Min. of State for Urban Development,,#NAME?
"Min. of State for Women, Children, & Social Welfare",,#NAME?
Min. of State for Youth & Sports,,#NAME?
"Governor, Central Bank",Chiranjivi NEPAL,#NAME?
Ambassador to the US,Arjun Kumar KARKI,#NAME?
"Permanent Representative to the UN, New York",Durga Prasad BHATTARAI,#NAME?
,Netherlands,Netherlands
,Last Updated:  26 Apr 2018,Last Updated:  26 Apr 2018
King,WILLEM-ALEXANDER,#NAME?
Prime Min.,Mark RUTTE,#NAME?
Dep. Prime Min.,Hugo DE JONGE,#NAME?
Dep. Prime Min.,Karin Kajsa OLLONGREN,#NAME?
Dep. Prime Min.,Carola SCHOUTEN,#NAME?
"Min. of Agriculture, Nature, & Food Quality",Carola SCHOUTEN,#NAME?
