Min. of Legal & Parliamentary Affairs,Omar MARAWAN,#NAME?
Min. of Local Development,"Mahmud SHARAWY, Gen.",#NAME?
Min. of Manpower,Mohamed SAAFAN,#NAME?
Min. of Military Production,"Mohamed EL-ASSAR, Maj. Gen.",#NAME?
Min. of Petroleum,Tarek EL-MULLAH,#NAME?
"Min. of Planning, Monitoring, & Admin. Reform",Hala El-Said YOUNIS,#NAME?
Min. of Public Enterprise Sector,Hisham TAWFIK,#NAME?
Min. of Religious Endowments,Mukhtar GOMAA,#NAME?
Min. of Social Solidarity,Ghada WALY,#NAME?
Min. of State for Immigration & Egyptian Expatriate Affairs,Nabila MAKRAM,#NAME?
Min. of Supply & Internal Trade,"Ali MOSELHY, Dr.",#NAME?
Min. of Tourism,"Rania ABDEL MONIM, Dr.",#NAME?
Min. of Transportation,Hisham MAHDY,#NAME?
Min. of Youth & Sports,Ashraf SOBHY,#NAME?
"Governor, Central Bank of Egypt",Tarek AMER,#NAME?
Ambassador to the US,Yasser REDA,#NAME?
"Permanent Representative to the UN, New York",Muhammad EDREES,#NAME?
,El Salvador,El Salvador
,Last Updated:  14 Jun 2018,Last Updated:  14 Jun 2018
Pres.,Salvador SANCHEZ CEREN,#NAME?
Vice Pres.,Salvador Oscar ORTIZ,#NAME?
Min. of Agriculture & Livestock,Orestes Fredesman ORTEZ Andrade,#NAME?
Min. of Defense,"David MUNGUIA Payes, Gen.",#NAME?
Min. of Economy,Luz Estrella RODRIGUEZ,#NAME?
Min. of Education,Carlos Mauricio CANJURA Linares,#NAME?
Min. of Environment & Natural Resources,Lina Dolores POHL Alfaro,#NAME?
Min. of Finance,Nelson FUENTES,#NAME?
Min. of Foreign Relations,Carlos CASTANEDA,#NAME?
Min. of Govt.,Ramon Aristides VALENCIA Arana,#NAME?
Min. of Health,Elvia Violeta MENJIVAR Escalante,#NAME?
Min. of Justice & Public Security,Mauricio RAMIREZ LANDAVERDE,#NAME?
Min. of Labor & Social Welfare,Sandra Eribel GUEVARA Perez,#NAME?
Min. of Public Works,Eliud Ulises AYALA Zamora,#NAME?
Min. of Tourism,Jose Napoleon DUARTE Duran,#NAME?
Attorney Gen.,Douglas MELENDEZ Ruiz,#NAME?
"Pres., Central Reserve Bank",Oscar CABRERA Melgar,#NAME?
Ambassador to the US,Claudia Ivette CANJURA de Centeno,#NAME?
"Permanent Representative to the UN, New York",Ruben Armando ESCALANTE Hasbun,#NAME?
,Equatorial Guinea,Equatorial Guinea
,Last Updated:  11 Jan 2019,Last Updated:  11 Jan 2019
Pres.,"Teodoro OBIANG Nguema Mbasogo, Brig. Gen. (Ret.",#NAME?
Vice Pres.,"Teodoro ""Teodorin"" Nguema OBIANG Mangue",#NAME?
Prime Min.,Francisco Pascual Eyegue OBAMA Asue,#NAME?
First Vice Prime Min. in Charge of Political Sector,Clemente Engonga NGUEMA Onguene,#NAME?
Second Vice Prime Min. in Charge of Parliamentary Relations & Judicial,,#NAME?
Affairs,Angel MESIE Mibuy,#NAME?
Third Vice Prime Min. in Charge of Human Rights,Alfonso Nsue MOKUY,#NAME?
"Min. of Agriculture, Livestock, Forestry, & Environment",Nicolas Houtondji AKAPO,#NAME?
Min. of Civil Aviation,Leandro MIKO Angue,#NAME?
Min. of Commerce,Pastor Micha ONDO Bile,#NAME?
Min. of Culture & Artisanal Promotion,Rufino Ndong ESONO Nchama,#NAME?
"Min. of Economy, Planning, & Investments",Eucario Bakale ANGUE,#NAME?
"Min. of Education, University Studies, & Sports",Jesus Engonga NDONG,#NAME?
"Min. of Finance, Economy, & Planning",Lucas ABAGA Nchama,#NAME?
Min. of Fisheries & Water Resources,Adoracion Salas CHONKO,#NAME?
Min. of Foreign Affairs & Cooperation,Simeon Oyono ESONO Angue,#NAME?
Min. of Health & Social Welfare,Salomon NGUMA Owono,#NAME?
Min. of Industry & Energy,Miguel EKUA Ondo,#NAME?
"Min. of Information, Press, & Radio",Eugenio Nze OBIANG,#NAME?
"Min. of Justice, Cult, & Penitentiary Institutions",Salvador ONDO Nkumu,#NAME?
"Min. of Labor, Work Foment, & Social Security",Celestino Bonifacio Bakale OBIANG,#NAME?
Min. of Mines & Hydrocarbons,Gabriel Mbega Obiang LIMA,#NAME?
Min. of National Defense,Alejandro Bakale NKOGO,#NAME?
Min. of Public Admin.,Faustino NDONG Esono Eyang,#NAME?
"Min. of Public Works, Housing, & Urbanism",Diosdado NSUE Medja,#NAME?
Min. of Social Affairs & Gender Equality,Maria Consuelo Nguema OYANA,#NAME?
"Min. of Transports, Telecommunications, & Mail",Eucario Bakale ANGUE,#NAME?
Min. of State in Charge of External Security,Juan-Antonio BIBANG Nchuchuma,#NAME?
Min. of State in Charge of Missions,Alejandro EVUNA Owono Asangono,#NAME?
Min. of State in Charge of Presidential Security,Antonio Mba NGUEMA Mikue,#NAME?
Min. of State in Charge of Regional Integration,Baltasar Engonga EDJO,#NAME?
Min. of State for National Security,Nicolas OBAMA Nchama,#NAME?
Min. Sec. Gen. of the Presidency,Baltasar Esono Eworo NFONO,#NAME?
Ambassador to the US,Miguel Ntutumu EVUNA ANDEME,#NAME?
"Permanent Representative to the UN, New York",Anatolio NDONG MBA,#NAME?
,Eritrea,Eritrea
,Last Updated:  N/A,Last Updated:  N/A
Pres.,ISAIAS Afworki,#NAME?
Vice Pres.,,#NAME?
Min. of Agriculture,AREFAINE Berhe,#NAME?
Min. of Defense,SEBHAT Ephrem,#NAME?
Min. of Education,SEMERE Russom,#NAME?
Min. of Energy & Mines,AHMED Hajj Ali,#NAME?
Min. of Finance,BERHANE Abrehe,#NAME?
Min. of Foreign Affairs,OSMAN Saleh Mohammed,#NAME?
Min. of Health,AMINA Nurhussein,#NAME?
Min. of Information,ALI Abdu,#NAME?
Min. of Justice,FOZIA Hashim,#NAME?
Min. of Labor & Human Welfare,SALMA Hassen,#NAME?
"Min. of Land, Water, & Environment",TESFAI Ghebreselassie,#NAME?
Min. of Maritime Resources,SALEH Meki,#NAME?
Min. of National Development,"GHIORGHISH Teklemichael, Dr.",#NAME?
Min. of Public Works,ABRAHA Asfaha,#NAME?
Min. of Tourism,ASKALU Menkerios,#NAME?
Min. of Trade & Industry,,#NAME?
Min. of Transport & Communications,WOLDENKIEL Abraha,#NAME?
"Governor, Bank of Eritrea (Acting)",KIBREAB Woldemariam,#NAME?
"Charge d'Affaires, Embassy, Washington",BERHANE Gebrehiwet Solomon,#NAME?
"Permanent Representative to the UN, New York",GIRMA Asmerom Tesfay,#NAME?
,Estonia,Estonia
,Last Updated:  3 Oct 2017,Last Updated:  3 Oct 2017
Pres.,Kersti KALJULAID,#NAME?
Prime Min.,Juri RATAS,#NAME?
Min. of Culture,Indrek SAAR,#NAME?
Min. of Defense,Juri LUIK,#NAME?
Min. of Economic Affairs & Infrastructure,Kadri SIMSON,#NAME?
Min. of Education & Research,Mailis REPS,#NAME?
Min. of Entrepreneurship & Information Technology,Urve PALO,#NAME?
Min. of Environment,Siim KIISLER,#NAME?
Min. of Finance,Toomas TONISTE,#NAME?
Min. of Foreign Affairs,Sven MIKSER,#NAME?
Min. of Health & Labor,Jevgeni OSSINOVSKI,#NAME?
Min. of the Interior,Andres ANVELT,#NAME?
Min. of Justice,Urmas REINSALU,#NAME?
Min of Public Admin.,Jaak AAB,#NAME?
Min. of Rural Affairs,Tarmo TAMM,#NAME?
Min. of Social Protection,Kaia IVA,#NAME?
"Governor, Bank of Estonia",Ardo HANSSON,#NAME?
Ambassador to the US,Lauri LEPIK,#NAME?
"Permanent Representative to the UN, New York",Sven JURGENSON,#NAME?
,Eswatini,Eswatini
,Last Updated:  14 Nov 2018,Last Updated:  14 Nov 2018
King,MSWATI III,#NAME?
Prime Min.,Ambrose Mandvulo DLAMINI,#NAME?
Dep. Prime Min.,Themba MASUKU,#NAME?
Min. of Agriculture,Jabulani MABUZA,#NAME?
"Min. of Commerce, Industry, & Trade",Manqoba KHUMALO,#NAME?
Min. of Economic Planning & Development,Tambo GINA,#NAME?
Min. of Education & Training,Lady Howard MABUZA,#NAME?
Min. of Finance,Neal RIJKENBERG,#NAME?
Min. of Foreign Affairs & Intl. Cooperation,Thuli DLADLA,#NAME?
Min. of Health,Lizzie NKOSI,#NAME?
Min. of Home Affairs,"LINDIWE, Princess",#NAME?
Min. of Housing & Urban Development,"SIMELANE, Prince",#NAME?
"Min. of Information, Communication, & Technology","SIKHANYISO, Princess",#NAME?
Min. of Justice & Constitutional Affairs,Pholile SHAKANTU,#NAME?
Min. of Labor & Social Security,Makhosi VILAKATI,#NAME?
Min. of Natural Resources & Energy,Peter BHEMBE,#NAME?
Min. of Public Service,Christian NTSHANGASE,#NAME?
Min. of Public Works & Transport,"Ndlaluhlaza NDWANDWE, Chief",#NAME?
"Min. of Sports, Culture, & Youth Affairs",Harries Madze BULUNGA,#NAME?
Min. of Tinkhundla Admin. & Development,David Cruiser NGCAMPHALALA,#NAME?
Min. of Tourism & Environmental Affairs,Moses VILAKATI,#NAME?
"Governor, Central Bank",Majozi SITHOLE,#NAME?
Ambassador to the US,Njabuliso Busisiwe Sikulile GWEBU,#NAME?
"Permanent Representative to the UN, New York",Zwelethu MNISI,#NAME?
,Ethiopia,Ethiopia
,Last Updated:  7 Nov 2018,Last Updated:  7 Nov 2018
Pres.,SAHLE-WORK Zewde,#NAME?
Prime Min.,ABIY Ahmed,#NAME?
Dep. Prime Min.,DEMEKE Mekonnen Hassen,#NAME?
Min. of Agriculture,Oumer HUSSEIN,#NAME?
Min. of Cabinet Affairs,ALEMAYEHU Tegenu,#NAME?
Min. of Communication & Information Technology,UBAH Mohammed Huessin,#NAME?
Min. of Culture & Tourism,HIRUT Kassaw,#NAME?
Min. of Defense,Aysha MOHAMMED,#NAME?
Min. of Education,TILAYE Getie,#NAME?
Min. of Federal & Pastoralist Development Affairs,KEBEDE Chane,#NAME?
Min. of Finance & Economic Cooperation,Tito MBOWENI,#NAME?
Min. of Foreign Affairs,WORKNEH Gebeyehu,#NAME?
Min. of Health,AMIR Aman,#NAME?
Min. of Innovation & Technology,GETAHUN Mekuria,#NAME?
Min. of Justice,BERHANU Tsegaye,#NAME?
Min. of Labor & Social Affairs,ERGOGE Tesfaye,#NAME?
Min. of Mines & Petroleum,Samuel HURKO,#NAME?
Min. of Peace,MUFERIAT Kamil,#NAME?
Min. of Public Enterprises Development,TESHOME Toga,#NAME?
Min. of Revenue,ADANECH Abebe,#NAME?
Min. of Science & Higher Education,HIRUT Woldemariam,#NAME?
Min. of Trade & Industry,FETLEWORK Gebregziabher,#NAME?
Min. of Transport,DAGMAWIT Moges,#NAME?
Min. of Urban Development & Construction,JANTRAR Abay Yigzaw,#NAME?
"Min. of Water, Irrigation, & Electricity",SILESHI Bekele,#NAME?
"Min. of Women, Children, & Youth Affairs",YALEM Tsegaye Assefa,#NAME?
Min. of Youth and Sports,RISTU Yirdaw,#NAME?
"Governor, National Bank of Ethiopia",TEKLEWOLD Atnafu,#NAME?
Ambassador to the US,KASSA Tekleberhan,#NAME?
"Permanent Representative to the UN, New York",TAYE Atske Selassie,#NAME?
,Fiji,Fiji
,Last Updated:  30 Jan 2019,Last Updated:  30 Jan 2019
Pres.,"Jioji KONROTE, Maj. Gen. (Ret.)",#NAME?
Prime Min.,"Josaia Voreqe BAINIMARAMA, RAdm. (Ret.)",#NAME?
Dep. Prime Min.,Aiyaz SAYED-KHAIYUM,#NAME?
"Min. for Agriculture, Rural & Maritime Development, Environment, &",,#NAME?
Waterways,Mahendra REDDY,#NAME?
Min. for Defense & National Security,Inia SERUIRATU,#NAME?
"Min. for Education, Heritage, & Arts",Rosy Sofia AKBAR,#NAME?
"Min. for Employment, Productivity, Industrial Relations, Youth, & Sports",Parveen KUMAR Bala,#NAME?
"Min. for Economy, Public Enterprises, Public Service, & Communications",Aiyaz SAYED-KHAIYUM,#NAME?
Min. for Fisheries,Semi KOROILAVESAU,#NAME?
Min. for Foreign Affairs,Inia SERUIRATU,#NAME?
Min. for Forestry,Osea NAIQAMU,#NAME?
Min. for Health & Medical Services,"Ifereimi WAQAINABETE, Dr.",#NAME?
"Min. for Industry, Trade, Tourism, Local Govt., Housing, & Community",,#NAME?
Development,Premila KUMAR,#NAME?
"Min. for Infrastructure, Transport, Disaster Management, &",,#NAME?
Meteorological Services,Jone USAMATE,#NAME?
Min. for Lands & Mineral Resources,Ashneel SUDHAKAR,#NAME?
Min. for Sugar Industry,"Josaia Voreqe BAINIMARAMA, RAdm. (Ret.)",#NAME?
Min. for Taukei Affairs,"Josaia Voreqe BAINIMARAMA, RAdm. (Ret.)",#NAME?
"Min. for Women, Children, & Poverty Alleviation",Mereseini VUNIWAQA,#NAME?
Attorney Gen.,Aiyaz SAYED-KHAIYUM,#NAME?
"Acting Governor & Dep. Governor, Reserve Bank",Faizul Ariff ALI,#NAME?
Ambassador to the US,Naivakararurubalavu SOLO MARA,#NAME?
"Permanent Representative to the UN, New York",Satyendra PRASAD,#NAME?
,Finland,Finland
,Last Updated:  30 May 2018,Last Updated:  30 May 2018
Pres.,Sauli NIINISTO,#NAME?
Prime Min.,Juha SIPILA,#NAME?
Dep. Prime Min.,Timo SOINI,#NAME?
Min. of Agriculture & Forestry,Jari LEPPA,#NAME?
Min. of Defense,Jussi NIINISTO,#NAME?
Min. of Economic Affairs,Mika LINTILA,#NAME?
Min. of Education,Sanni GRAHN-LAASONEN,#NAME?
Min. of Employment,Jari LINDSTROM,#NAME?
Min. of the Environment,Kimmo TIILIKAINEN,#NAME?
"Min. for European Affairs, Sports, & Culture",Sampo TERHO,#NAME?
Min. of Family Affairs & Social Services,Mannika SAARIKKO,#NAME?
Min. of Finance,Petteri ORPO,#NAME?
Min. for Foreign Affairs,Timo SOINI,#NAME?
Min. for Foreign Trade & Development,Anne-Mari VIROLAINEN,#NAME?
Min. of Interior,Kai MYKKANEN,#NAME?
Min. of Justice,Antti HAKKANEN,#NAME?
Min. of Local Government & Reform,Anu VEHVILAINEN,#NAME?
Min. of Social Affairs & Health,Pirkko MATTILA,#NAME?
Min. of Transport & Communications,Anne BERNER,#NAME?
"Governor, Bank of Finland",Olli REHN,#NAME?
Ambassador to the US,Kirsti Helena KAUPPI,#NAME?
"Permanent Representative to the UN, New York",Kai Jurgen Mikael SAUER,#NAME?
,France,France
,Last Updated:  4 Dec 2018,Last Updated:  4 Dec 2018
Pres.,Emmanuel MACRON,#NAME?
Prime Min.,Edouard PHILIPPE,#NAME?
Min. of Agriculture & Food,Didier GUILLAUME,#NAME?
Min. of the Armed Forces,Florence PARLY,#NAME?
Min. of Culture,Franck RIESTER,#NAME?
"Min. for Disabled People, Supporting the Prime Min.",Sophie CLUZEL,#NAME?
Min. of the Ecological & Inclusive Transition & Min. of State,Francois de RUGY,#NAME?
Min. of Economy & Finance,Bruno LE MAIRE,#NAME?
Min. for Europe & Foreign Affairs,Jean-Yves LE DRIAN,#NAME?
"Min. for European Affairs, Supporting the Min. for Europe & Foreign",,#NAME?
Affairs,Nathalie LOISEAU,#NAME?
"Min. for Gender Equality, Supporting the Prime Min.",Marlene SCHIAPPA,#NAME?
"Min. of Higher Education, Research, & Innovation",Frederique VIDAL,#NAME?
Min. of the Interior,Christophe CASTANER,#NAME?
Min. of Justice & Keeper of the Seals,Nicole BELLOUBET,#NAME?
Min. of Labor,Muriel PENICAUD,#NAME?
"Min. for Local Authorities, Supporting the Min. of Territorial Cohesion &",,#NAME?
Relations With Local Authorities,Sebastien LECORNU,#NAME?
Min. of National Education & Youth,Jean-Michel BLANQUER,#NAME?
Min. for Overseas France,Annick GIRARDIN,#NAME?
Min. of Public Action & Accounts,Gerald DARMANIN,#NAME?
"Min. for Relations With Parliament, Supporting the Prime Min.",Marc FESNEAU,#NAME?
Min. for Solidarity & Health,Agnes BUZYN,#NAME?
Min. of Sport,Roxana MARACINEANU,#NAME?
Min. of Territorial Cohesion & Relations With Local Authorities,Jacqueline GOURAULT,#NAME?
"Min. for Transport, Supporting the Min. of the Ecological & Inclusive",,#NAME?
Transition,Elisabeth BORNE,#NAME?
"Min. for Urban Affairs and Housing, Supporting the Min. of Territorial",,#NAME?
Cohesion & Relations With Local Authorities,Julien DENORMANDIE,#NAME?
"Min., Supporting the Min. of the Armed Forces",Genevieve DARRIEUSSECQ,#NAME?
"Min., Supporting the Min. of Economy & Finance",Benjamin GRIVEAUX,#NAME?
"Min., Supporting the Min. for Europe & Foreign Affairs",Jean-Baptiste LEMOYNE,#NAME?
"Min., Supporting the Min. of the Interior",Jacqueline GOURAULT,#NAME?
"Governor, Bank of France",Francois VILLEROY de Galhau,#NAME?
Ambassador to the US,Gerard ARAUD,#NAME?
"Permanent Representative to the UN, New York",Francois DELATTRE,#NAME?
,Gabon,Gabon
,Last Updated:  6 Nov 2017,Last Updated:  6 Nov 2017
Pres.,Ali BONGO Ondimba,#NAME?
Prime Min.,Emmanuel ISSOZE-NGONDET,#NAME?
Dep. Prime Minister,Bruno Ben MOUBAMBA,#NAME?
Min. of Agriculture & Livestock,Yves Fernand MANFOUMBI,#NAME?
Min. of Budget & Public Finance,Mathias OTOUNGA OSSIBADJOUO,#NAME?
"Min. for the Civil Service, Admin. Reform, & Modernization of Legal",,#NAME?
Framework & Institutions,Jean-Marie OGANDAGA,#NAME?
"Min. of Digital Economy, Communication, & Culture and Arts &",,#NAME?
Government Spokesperson,Alain-Claude BILIE-BY-NZE,#NAME?
"Min. of Economy, Planning, & Development Programming",Regis IMMONGAULT TATAGANI,#NAME?
Min. of Energy & Water Resources,Guy-Bertrand MAPANGOU,#NAME?
Min. for Equal Opportunities,Blaise LOUEMBE,#NAME?
"Min. of Family & Social Affairs, Social Insurance, and National Solidarity",Paul BIYOGHE MBA,#NAME?
"Min. of Forestry Economy, Fisheries & the Environment in Charge of the",,#NAME?
Protection & Sustainable Management of Ecosystems,Estelle ONDO,#NAME?
"Min. of Foreign Affairs, Francophonie, and Regional Integration in charge",,#NAME?
of Gabonese Living Abroad,Pacome MOUBELET BOUBEYA,#NAME?
"Min. of Higher Education, Scientific Research, & Training of Officials",Denise MEKAM'NE,#NAME?
"Min. of Infrastructure, Public Works, & Territorial Development",Jean-Pierre OYIBA,#NAME?
"Min. of Interior, Security, & Public Hygiene in Charge of Decentralization,",,#NAME?
and Local Development,Lambert MATHA,#NAME?
"Min. of Justice, Human Rights, & Keeper of the Seals",Alexis BOUTAMBA,#NAME?
"Min. of Labor, Employment, Technical and Vocational Training, & Youth",,#NAME?
Integration,Eloi NZONDO,#NAME?
Min. of Mines,Christian MAGNAGNA,#NAME?
Min. of National & Civic Education,Florentin MOUSSAVOU,#NAME?
Min. of Oil & Hydrocarbons,Pascal HOUANGNI AMBOUROUE,#NAME?
"Min. for the Promotion of Private Investments, Commerce, Tourism, &",,#NAME?
Industry,Madeleine BERRE,#NAME?
Min. of Public Health & Population,Leon NZOUBA,#NAME?
Min. of Public Service,Jean-Marie OGANDAGA,#NAME?
Min. for Relations With the Institutions in Charge of Political Dialogue,Francis NKEA,#NAME?
Min. of Small & Medium-Size Enterprises in Charge of National,,#NAME?
Entrepreneurship,Biendi MAGANGA MOUSSAVOU,#NAME?
Min. for State Reform,Joel PONO OPAPE,#NAME?
Min. of Transport & Logistics,Flavienne MFOUMOU ONDO,#NAME?
Min. of Urban Development & Housing,Bruno Ben MOUBAMBA,#NAME?
Min. of Youths & Sports,Nicole ASSELE,#NAME?
Sec. Gen. at the Presidency of the Republic in Charge of National,,#NAME?
Defense,Etienne MASSARD KABINDA MAKAGA,#NAME?
Junior Min. to the Dep. Prime Min. & the Min. of Urban Development in,,#NAME?
Charge of Housing,Edwige ESSOUKOU,#NAME?
Junior Min. to the Min. of Agriculture in Charge of Agribusiness,Francoise ASSENGONE OBAME,#NAME?
Junior Minister to the Min. of Budget in Charge of Budget and Pension,,#NAME?
Funding,Edgar Anicet MBOUMBOU-MIYAKOU,#NAME?
Junior Min. to the Min. of Budget in Charge of Public Finance,Guy-Maixent MAMIAKA,#NAME?
Junior Min. to the Min. of Digital Economy & Communication in Charge of,,#NAME?
Culture and Arts,Olivier KOUMBA MBOUMBA,#NAME?
Junior Min. to the Min. of Economy in Charge of Planning and,,#NAME?
Development Programming,Noel MBOUMBA,#NAME?
Junior Min. to the Min. of Foreign Affairs in Charge of Regional,,#NAME?
Integration and Gabonese Living Abroad,Calixte NSIE EDANG,#NAME?
Junior Min. to the Min. of the Forestry Economy in Charge of Fisheries,Chantal MEBALE,#NAME?
Junior Min. to the Min. of Interior in Charge of Decentralization and Local,,#NAME?
Development,Lucienne OGOUWALANGA AWORE,#NAME?
Junior Min. to the Min. of Labor in Charge of Technical and Vocational,,#NAME?
Training,Patricia TAYE,#NAME?
Junior Min. to the Min. of National Education in Charge of Primary,,#NAME?
Education,Lucie AKALANE,#NAME?
Junior Min. to the Min. for the Promotion of Private Investments in,,#NAME?
Charge of Tourism and Industry,Irene LINDZONDZO,#NAME?
Min. of State,Alain-Claude BILIE-BY-NZE,#NAME?
Min. of State,Guy-Bertrand MAPANGOU,#NAME?
Min. of State,Paul BIYOGHE MBA,#NAME?
Min. of State,Denise MEKAM'NE,#NAME?
Min. of State,Pacome MOUBELET BOUBEYA,#NAME?
Min. of State,Francis NKEA,#NAME?
Min. of State,Jean-Pierre OYIBA,#NAME?
Ambassador to the US,Michael MOUSSA-ADAMO,#NAME?
"Permanent Representative to the UN, New York",Michel Xavier BIANG,#NAME?
,"Gambia, The","Gambia, The"
,Last Updated:  27 Nov 2018,Last Updated:  27 Nov 2018
Pres.,Adama BARROW,#NAME?
Vice Pres. & Min. of Women's Affairs,Ousainou DARBOE,#NAME?
Min. of Agriculture,Lamin DIBBA,#NAME?
Min. of Basic & Secondary Education,Claudiana COLE,#NAME?
Min. of Defense,Yahya JAMMEH,#NAME?
Min. of Finance & Economic Affairs,Mambury NJIE,#NAME?
"Min. of Fisheries, Water Resources, & National Assembly Matters",James GOMEZ,#NAME?
"Min. of Foreign Affairs, Intl. Cooperation, & Gambians Abroad",Mamadou TANGARA,#NAME?
"Min. of Forestry, Environment, Climate Change, & Natural Resources",Lamin DIBBA,#NAME?
Min. of Health & Social Welfare,Isatou TOURAY,#NAME?
"Min. of Higher Education, Research, Science, & Technology",Badara JOOF,#NAME?
Min. of Information & Communication Infrastructure,Ebrima SILLAH,#NAME?
Min. of the Interior,Ebrima MBALLOW,#NAME?
Min. of Justice & Attorney Gen.,Abubacarr TAMBADOU,#NAME?
Min. of Lands & Regional Govt.,Musa DRAMMEH,#NAME?
Min. of Petroleum & Energy,Fafa SANYANG,#NAME?
Min. of Tourism & Culture,Hamat BAH,#NAME?
"Min. of Trade, Industry, Regional Integration, & Employment",Amadou SANNEH,#NAME?
"Min. of Transport, Works, & Infrastructure",Bai Lamin JOBE,#NAME?
Min. of Youth & Sports,Hadrammeh SIDIBEH,#NAME?
Ambassador to the US,Dawda FADERA,#NAME?
"Permanent Representative to the UN, New York",Lang YABOU,#NAME?
,Georgia,Georgia
,Last Updated:  20 Dec 2018,Last Updated:  20 Dec 2018
Pres.,Salome ZOURABICHVILI,#NAME?
Speaker of Parliament,Irakli KOBAKHIDZE,#NAME?
Prime Min.,Mamuka BAKHTADZE,#NAME?
Dep. Prime Min.,Giorgi GAKHARIA,#NAME?
Dep. Prime Min.,Maia TSKITISHVILI,#NAME?
Min. of Defense,Levan IZORIA,#NAME?
Min. of Economy & Sustainable Development,Giorgi KOBULIA,#NAME?
"Min. of Education, Science, Culture, & Sports",Mikheil BATIASHVILI,#NAME?
Min. of Environment Protection & Agriculture,Levan DAVITASHVILI,#NAME?
Min. of Finance,Ivane MACHAVARIANI,#NAME?
Min. of Foreign Affairs,Davit ZALKALIANI,#NAME?
Min. of Internal Affairs,Giorgi GAKHARIA,#NAME?
Min. of Justice & Corrections,Tea TSULUKIANI,#NAME?
"Min. of Internally Displaced Persons From the Occupied Territories,",,#NAME?
"Labor, Health, & Social Affairs",Davit SERGEENKO,#NAME?
Min. of Regional Development & Infrastructure,Maia TSKITISHVILI,#NAME?
Dir. of State Security Service,Vakhtang GOMELAURI,#NAME?
State Min. for Reconciliation & Civic Equality,Ketevan TSIKHELASHVILI,#NAME?
"Chmn., National Bank",Koba GVENETADZE,#NAME?
Ambassador to the US,Davit BAKRADZE,#NAME?
"Permanent Representative to the UN, New York",Kakha IMNADZE,#NAME?
,Germany,Germany
,Last Updated:  23 Jan 2019,Last Updated:  23 Jan 2019
Fed. Pres.,Frank-Walter STEINMEIER,#NAME?
Chancellor,Angela MERKEL,#NAME?
Vice Chancellor,Olaf SCHOLZ,#NAME?
Min. of Defense,Ursula VON DER LEYEN,#NAME?
Min. for Economic Cooperation & Development,Gerd MUELLER,#NAME?
Min. for Economic Affairs & Energy,Peter ALTMAIER,#NAME?
Min. for Education & Research,Anja KARLICZEK,#NAME?
"Min. for the Environment, Nature Conservation, & Nuclear Safety",Svenja SCHULZE,#NAME?
"Min. for Family Affairs, Senior Citizens, Women, & Youth",Franziska GIFFEY,#NAME?
Min. of Finance,Olaf SCHOLZ,#NAME?
Min. for Food & Agriculture,Julia KLOECKNER,#NAME?
Min. of Foreign Affairs,Heiko MAAS,#NAME?
Min. for Health,Jens SPAHN,#NAME?
"Min. of the Interior, Building, & Community",Horst SEEHOFER,#NAME?
Min. of Justice & Consumer Protection,Katarina BARLEY,#NAME?
Min. for Labor & Social Affairs,Hubertus HEIL,#NAME?
Min. for Transportation & Digital Infrastructure,Andreas SCHEUER,#NAME?
Head of the Fed. Chancellery & Min. for Special Tasks,Helge BRAUN,#NAME?
"Pres., Bundesbank",Jens WEIDMANN,#NAME?
Ambassador to the US,Emily Margarethe HABER,#NAME?
"Permanent Representative to the UN, New York",Christoph HEUSGEN,#NAME?
,Ghana,Ghana
,Last Updated:  27 Feb 2019,Last Updated:  27 Feb 2019
Pres.,Nana AKUFO-ADDO,#NAME?
Vice Pres.,Mahamudu BAWUMIA,#NAME?
Min. of Aviation,Cecelia DAPAAH,#NAME?
Min. of Business Development,Ibrahim Awal MOHAMMED,#NAME?
Min. of Chieftaincy & Traditional Affairs,Samuel Kofi DZAMESI,#NAME?
Min. of Communications,Ursula OWUSU-EKUFUL,#NAME?
Min. of Defense,Dominic NITIWUL,#NAME?
Min. of Education,Mathew Opoku PREMPEH,#NAME?
Min. of Employment & Labor Relations,Ignatius Baffour AWUAH,#NAME?
Min. of Energy & Petroleum,Boakye AGYARKO,#NAME?
"Min. of Environment, Science, Technology, & Innovation",Dan BOTWE,#NAME?
Min. of Finance & Economic Planning,Ken Ofori ATTA,#NAME?
Min. of Fisheries & Aquaculture Development,Elizabeth Naa Afoley QUAYE,#NAME?
Min. of Food & Agriculture,Akoto Osei AFRIYIE,#NAME?
Min. of Foreign Affairs & Regional Integration,Shirley Ayorkor BOTCHWEY,#NAME?
"Min. of Gender, Children, & Social Protection",Otiko Afisa DJABA,#NAME?
Min. of Health,Kwaku AGYEMAN-MANU,#NAME?
Min. of Information & Media Relations,Mustapha ABDUL-HAMID,#NAME?
Min. of Inner City & Zongo Development,Boniface Abubakari SADDIQUE,#NAME?
Min. of Interior,Ambrose DERY,#NAME?
Min. of Justice & Attorney Gen.,Gloria AKUFFO,#NAME?
Min. of Lands & Natural Resources,John Peter AMEWU,#NAME?
Min. of Local Govt. & Rural Development,Hajia Alima MAHAMA,#NAME?
Min. of Monitoring & Evaluation,Anthony AKOTO OSEI,#NAME?
Min. of National Security,Albert KAN DAPAAH,#NAME?
Min. of Parliamentary Affairs & Majority Leader,Osei Kyei-MENSA-BONSU,#NAME?
Min. of Railways Development,Joe GHARTEY,#NAME?
Min. of Regional Reorganization & Development,Dan BOTWE,#NAME?
Min. of Roads & Highways,Kwesi Amoako ATTA,#NAME?
